"End_ID","Start_ID","Duration","Start_DT","End_DT","Start_Address","End_Adress","Bike_ID","Member_Type","S_Lat","S_Long","E_Lat","E_Long","start_coord","end_coord"
31000,31205,1531980,2017-02-14 16:28:00,2017-02-14 16:54:00,"21st & I St NW","Eads St & 15th St S","W21722","Registered",38.9008,-77.047,38.858971,-77.05323,"38.9008, -77.047","38.858971, -77.05323"
31000,31006,348063,2017-02-14 17:58:00,2017-02-14 18:04:00,"S Joyce & Army Navy Dr","Eads St & 15th St S","W21722","Registered",38.8637,-77.0633,38.858971,-77.05323,"38.8637, -77.0633","38.858971, -77.05323"
31000,31505,2658698,2017-02-14 18:16:00,2017-02-14 19:00:00,"Eckington Pl & Q St NE","Eads St & 15th St S","W20463","Registered",38.910972,-77.00495,38.858971,-77.05323,"38.910972, -77.00495","38.858971, -77.05323"
31001,31091,254190,2017-02-14 08:03:00,2017-02-14 08:07:00,"S Joyce & 16th St S","18th & Eads St.","W00850","Registered",38.859254,-77.063275,38.85725,-77.05332,"38.859254, -77.063275","38.85725, -77.05332"
31002,31025,2947976,2017-02-14 08:03:00,2017-02-14 08:52:00,"Central Library / N Quincy St & 10th St N","20th & Crystal Dr","W21790","Registered",38.88397,-77.10783,38.856425,-77.049232,"38.88397, -77.10783","38.856425, -77.049232"
31002,31011,140083,2017-02-14 15:40:00,2017-02-14 15:43:00,"23rd & Crystal Dr","20th & Crystal Dr","W22236","Registered",38.8533,-77.0498,38.856425,-77.049232,"38.8533, -77.0498","38.856425, -77.049232"
31002,31249,877465,2017-02-14 07:21:00,2017-02-14 07:36:00,"Jefferson Memorial","20th & Crystal Dr","W20419","Registered",38.879819,-77.037413,38.856425,-77.049232,"38.879819, -77.037413","38.856425, -77.049232"
31002,31268,2537807,2017-02-14 08:57:00,2017-02-14 09:39:00,"12th & U St NW","20th & Crystal Dr","W00290","Registered",38.916787,-77.028139,38.856425,-77.049232,"38.916787, -77.028139","38.856425, -77.049232"
31002,31012,147078,2017-02-14 17:30:00,2017-02-14 17:33:00,"26th & S Clark St","20th & Crystal Dr","W20618","Registered",38.850688,-77.05152,38.856425,-77.049232,"38.850688, -77.05152","38.856425, -77.049232"
31002,31012,173994,2017-02-14 21:32:00,2017-02-14 21:35:00,"26th & S Clark St","20th & Crystal Dr","W00030","Registered",38.850688,-77.05152,38.856425,-77.049232,"38.850688, -77.05152","38.856425, -77.049232"
31002,31009,239334,2017-02-14 07:35:00,2017-02-14 07:39:00,"27th & Crystal Dr","20th & Crystal Dr","W20844","Registered",38.848441,-77.051516,38.856425,-77.049232,"38.848441, -77.051516","38.856425, -77.049232"
31002,31008,242055,2017-02-14 09:25:00,2017-02-14 09:29:00,"12th & Army Navy Dr","20th & Crystal Dr","W22702","Registered",38.8629,-77.0528,38.856425,-77.049232,"38.8629, -77.0528","38.856425, -77.049232"
31003,31003,1367706,2017-02-14 21:52:00,2017-02-14 22:15:00,"15th & Crystal Dr","15th & Crystal Dr","W22253","Registered",38.86017,-77.049593,38.86017,-77.049593,"38.86017, -77.049593","38.86017, -77.049593"
31003,31091,458318,2017-02-14 08:13:00,2017-02-14 08:21:00,"S Joyce & 16th St S","15th & Crystal Dr","W22126","Registered",38.859254,-77.063275,38.86017,-77.049593,"38.859254, -77.063275","38.86017, -77.049593"
31003,31284,1757984,2017-02-14 16:48:00,2017-02-14 17:17:00,"18th & C St NW","15th & Crystal Dr","W00841","Registered",38.893511,-77.041544,38.86017,-77.049593,"38.893511, -77.041544","38.86017, -77.049593"
31003,31100,1715256,2017-02-14 18:17:00,2017-02-14 18:45:00,"19th St & Pennsylvania Ave NW","15th & Crystal Dr","W20890","Registered",38.9003,-77.0429,38.86017,-77.049593,"38.9003, -77.0429","38.86017, -77.049593"
31003,31252,1803179,2017-02-14 16:09:00,2017-02-14 16:39:00,"21st St & Pennsylvania Ave NW","15th & Crystal Dr","W21319","Registered",38.901539,-77.046564,38.86017,-77.049593,"38.901539, -77.046564","38.86017, -77.049593"
31003,31240,1412119,2017-02-14 13:32:00,2017-02-14 13:56:00,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","15th & Crystal Dr","W22667","Registered",38.88412,-77.04657,38.86017,-77.049593,"38.88412, -77.04657","38.86017, -77.049593"
31003,31091,373776,2017-02-14 08:32:00,2017-02-14 08:38:00,"S Joyce & 16th St S","15th & Crystal Dr","W20053","Registered",38.859254,-77.063275,38.86017,-77.049593,"38.859254, -77.063275","38.86017, -77.049593"
31003,31249,897400,2017-02-14 07:15:00,2017-02-14 07:29:00,"Jefferson Memorial","15th & Crystal Dr","W20558","Registered",38.879819,-77.037413,38.86017,-77.049593,"38.879819, -77.037413","38.86017, -77.049593"
31003,31011,229259,2017-02-14 10:42:00,2017-02-14 10:46:00,"23rd & Crystal Dr","15th & Crystal Dr","W20172","Registered",38.8533,-77.0498,38.86017,-77.049593,"38.8533, -77.0498","38.86017, -77.049593"
31003,31005,402608,2017-02-14 17:26:00,2017-02-14 17:32:00,"Pentagon City Metro / 12th & S Hayes St","15th & Crystal Dr","W00876","Registered",38.862303,-77.059936,38.86017,-77.049593,"38.862303, -77.059936","38.86017, -77.049593"
31003,31014,1474480,2017-02-14 08:41:00,2017-02-14 09:05:00,"Lynn & 19th St North","15th & Crystal Dr","W01009","Registered",38.897315,-77.070993,38.86017,-77.049593,"38.897315, -77.070993","38.86017, -77.049593"
31003,31011,253492,2017-02-14 15:03:00,2017-02-14 15:07:00,"23rd & Crystal Dr","15th & Crystal Dr","W01276","Registered",38.8533,-77.0498,38.86017,-77.049593,"38.8533, -77.0498","38.86017, -77.049593"
31003,31008,146404,2017-02-14 16:57:00,2017-02-14 17:00:00,"12th & Army Navy Dr","15th & Crystal Dr","W22253","Registered",38.8629,-77.0528,38.86017,-77.049593,"38.8629, -77.0528","38.86017, -77.049593"
31003,31008,150492,2017-02-14 18:06:00,2017-02-14 18:08:00,"12th & Army Navy Dr","15th & Crystal Dr","W20529","Registered",38.8629,-77.0528,38.86017,-77.049593,"38.8629, -77.0528","38.86017, -77.049593"
31004,31011,341945,2017-02-14 20:07:00,2017-02-14 20:12:00,"23rd & Crystal Dr","Aurora Hills Community Ctr/18th & Hayes St","W20561","Registered",38.8533,-77.0498,38.857866,-77.05949,"38.8533, -77.0498","38.857866, -77.05949"
31004,31007,356898,2017-02-14 18:51:00,2017-02-14 18:57:00,"Crystal City Metro / 18th & Bell St","Aurora Hills Community Ctr/18th & Hayes St","W20884","Registered",38.857405,-77.051132,38.857866,-77.05949,"38.857405, -77.051132","38.857866, -77.05949"
31004,31008,325005,2017-02-14 15:12:00,2017-02-14 15:18:00,"12th & Army Navy Dr","Aurora Hills Community Ctr/18th & Hayes St","W22311","Registered",38.8629,-77.0528,38.857866,-77.05949,"38.8629, -77.0528","38.857866, -77.05949"
31004,31005,181838,2017-02-14 17:41:00,2017-02-14 17:44:00,"Pentagon City Metro / 12th & S Hayes St","Aurora Hills Community Ctr/18th & Hayes St","W21227","Registered",38.862303,-77.059936,38.857866,-77.05949,"38.862303, -77.059936","38.857866, -77.05949"
31004,31005,154129,2017-02-14 18:49:00,2017-02-14 18:51:00,"Pentagon City Metro / 12th & S Hayes St","Aurora Hills Community Ctr/18th & Hayes St","W21229","Registered",38.862303,-77.059936,38.857866,-77.05949,"38.862303, -77.059936","38.857866, -77.05949"
31004,31003,688643,2017-02-14 17:48:00,2017-02-14 18:00:00,"15th & Crystal Dr","Aurora Hills Community Ctr/18th & Hayes St","W00876","Registered",38.86017,-77.049593,38.857866,-77.05949,"38.86017, -77.049593","38.857866, -77.05949"
31004,31005,156472,2017-02-14 17:56:00,2017-02-14 17:59:00,"Pentagon City Metro / 12th & S Hayes St","Aurora Hills Community Ctr/18th & Hayes St","W00495","Registered",38.862303,-77.059936,38.857866,-77.05949,"38.862303, -77.059936","38.857866, -77.05949"
31004,31005,211598,2017-02-14 17:41:00,2017-02-14 17:45:00,"Pentagon City Metro / 12th & S Hayes St","Aurora Hills Community Ctr/18th & Hayes St","W20043","Registered",38.862303,-77.059936,38.857866,-77.05949,"38.862303, -77.059936","38.857866, -77.05949"
31004,31052,650224,2017-02-14 20:36:00,2017-02-14 20:47:00,"Potomac Ave & 35th St S","Aurora Hills Community Ctr/18th & Hayes St","W22052","Registered",38.844015,-77.050537,38.857866,-77.05949,"38.844015, -77.050537","38.857866, -77.05949"
31005,31091,243803,2017-02-14 06:53:00,2017-02-14 06:57:00,"S Joyce & 16th St S","Pentagon City Metro / 12th & S Hayes St","W23121","Registered",38.859254,-77.063275,38.862303,-77.059936,"38.859254, -77.063275","38.862303, -77.059936"
31005,31004,124271,2017-02-14 07:22:00,2017-02-14 07:24:00,"Aurora Hills Community Ctr/18th & Hayes St","Pentagon City Metro / 12th & S Hayes St","W00068","Registered",38.857866,-77.05949,38.862303,-77.059936,"38.857866, -77.05949","38.862303, -77.059936"
31005,31056,658083,2017-02-14 09:16:00,2017-02-14 09:27:00,"S Troy St & 26th St S","Pentagon City Metro / 12th & S Hayes St","W23148","Registered",38.847977,-77.075104,38.862303,-77.059936,"38.847977, -77.075104","38.862303, -77.059936"
31005,31004,131809,2017-02-14 07:47:00,2017-02-14 07:50:00,"Aurora Hills Community Ctr/18th & Hayes St","Pentagon City Metro / 12th & S Hayes St","W01328","Registered",38.857866,-77.05949,38.862303,-77.059936,"38.857866, -77.05949","38.862303, -77.059936"
31005,31246,3098344,2017-02-14 07:37:00,2017-02-14 08:29:00,"M St & Pennsylvania Ave NW","Pentagon City Metro / 12th & S Hayes St","W22048","Casual",38.905126,-77.056887,38.862303,-77.059936,"38.905126, -77.056887","38.862303, -77.059936"
31005,31244,1328251,2017-02-14 18:57:00,2017-02-14 19:19:00,"4th & E St SW","Pentagon City Metro / 12th & S Hayes St","W22053","Registered",38.88412,-77.017445,38.862303,-77.059936,"38.88412, -77.017445","38.862303, -77.059936"
31005,31056,732901,2017-02-14 13:15:00,2017-02-14 13:27:00,"S Troy St & 26th St S","Pentagon City Metro / 12th & S Hayes St","W20104","Registered",38.847977,-77.075104,38.862303,-77.059936,"38.847977, -77.075104","38.862303, -77.059936"
31005,31004,111315,2017-02-14 07:41:00,2017-02-14 07:43:00,"Aurora Hills Community Ctr/18th & Hayes St","Pentagon City Metro / 12th & S Hayes St","W21227","Registered",38.857866,-77.05949,38.862303,-77.059936,"38.857866, -77.05949","38.862303, -77.059936"
31005,31009,518126,2017-02-14 17:07:00,2017-02-14 17:16:00,"27th & Crystal Dr","Pentagon City Metro / 12th & S Hayes St","W00876","Registered",38.848441,-77.051516,38.862303,-77.059936,"38.848441, -77.051516","38.862303, -77.059936"
31005,31003,277022,2017-02-14 16:40:00,2017-02-14 16:45:00,"15th & Crystal Dr","Pentagon City Metro / 12th & S Hayes St","W21319","Registered",38.86017,-77.049593,38.862303,-77.059936,"38.86017, -77.049593","38.862303, -77.059936"
31005,31000,353412,2017-02-14 16:22:00,2017-02-14 16:28:00,"Eads St & 15th St S","Pentagon City Metro / 12th & S Hayes St","W00430","Registered",38.858971,-77.05323,38.862303,-77.059936,"38.858971, -77.05323","38.862303, -77.059936"
31005,31007,396256,2017-02-14 15:59:00,2017-02-14 16:05:00,"Crystal City Metro / 18th & Bell St","Pentagon City Metro / 12th & S Hayes St","W21235","Registered",38.857405,-77.051132,38.862303,-77.059936,"38.857405, -77.051132","38.862303, -77.059936"
31005,31003,458240,2017-02-14 13:58:00,2017-02-14 14:05:00,"15th & Crystal Dr","Pentagon City Metro / 12th & S Hayes St","W22667","Registered",38.86017,-77.049593,38.862303,-77.059936,"38.86017, -77.049593","38.862303, -77.059936"
31005,31011,627445,2017-02-14 18:07:00,2017-02-14 18:18:00,"23rd & Crystal Dr","Pentagon City Metro / 12th & S Hayes St","W20558","Registered",38.8533,-77.0498,38.862303,-77.059936,"38.8533, -77.0498","38.862303, -77.059936"
31005,31001,674458,2017-02-14 18:48:00,2017-02-14 18:59:00,"18th & Eads St.","Pentagon City Metro / 12th & S Hayes St","W21546","Registered",38.85725,-77.05332,38.862303,-77.059936,"38.85725, -77.05332","38.862303, -77.059936"
31006,31220,1113811,2017-02-14 17:14:00,2017-02-14 17:33:00,"US Dept of State / Virginia Ave & 21st St NW","S Joyce & Army Navy Dr","W01170","Registered",38.894919,-77.046587,38.8637,-77.0633,"38.894919, -77.046587","38.8637, -77.0633"
31006,31204,1337152,2017-02-14 16:41:00,2017-02-14 17:03:00,"20th & E St NW","S Joyce & Army Navy Dr","W00776","Registered",38.8963,-77.045,38.8637,-77.0633,"38.8963, -77.045","38.8637, -77.0633"
31006,31205,1590765,2017-02-14 17:48:00,2017-02-14 18:14:00,"21st & I St NW","S Joyce & Army Navy Dr","W21539","Registered",38.9008,-77.047,38.8637,-77.0633,"38.9008, -77.047","38.8637, -77.0633"
31006,31000,361705,2017-02-14 17:15:00,2017-02-14 17:21:00,"Eads St & 15th St S","S Joyce & Army Navy Dr","W21722","Registered",38.858971,-77.05323,38.8637,-77.0633,"38.858971, -77.05323","38.8637, -77.0633"
31006,31007,487116,2017-02-14 17:13:00,2017-02-14 17:21:00,"Crystal City Metro / 18th & Bell St","S Joyce & Army Navy Dr","W22924","Registered",38.857405,-77.051132,38.8637,-77.0633,"38.857405, -77.051132","38.8637, -77.0633"
31006,31011,501191,2017-02-14 16:21:00,2017-02-14 16:29:00,"23rd & Crystal Dr","S Joyce & Army Navy Dr","W21236","Registered",38.8533,-77.0498,38.8637,-77.0633,"38.8533, -77.0498","38.8637, -77.0633"
31006,31231,1520297,2017-02-14 18:28:00,2017-02-14 18:53:00,"14th & D St NW / Ronald Reagan Building","S Joyce & Army Navy Dr","W20503","Registered",38.894514,-77.031617,38.8637,-77.0633,"38.894514, -77.031617","38.8637, -77.0633"
31006,31257,1473137,2017-02-14 19:07:00,2017-02-14 19:32:00,"22nd & I St NW / Foggy Bottom","S Joyce & Army Navy Dr","W22830","Registered",38.90088,-77.048911,38.8637,-77.0633,"38.90088, -77.048911","38.8637, -77.0633"
31006,31091,114366,2017-02-14 07:51:00,2017-02-14 07:53:00,"S Joyce & 16th St S","S Joyce & Army Navy Dr","W00683","Registered",38.859254,-77.063275,38.8637,-77.0633,"38.859254, -77.063275","38.8637, -77.0633"
31007,31909,581937,2017-02-14 06:26:00,2017-02-14 06:36:00,"Mount Vernon Ave & Four Mile Run Park","Crystal City Metro / 18th & Bell St","W00151","Registered",38.843422,-77.064016,38.857405,-77.051132,"38.843422, -77.064016","38.857405, -77.051132"
31007,31249,889581,2017-02-14 07:31:00,2017-02-14 07:46:00,"Jefferson Memorial","Crystal City Metro / 18th & Bell St","W20618","Registered",38.879819,-77.037413,38.857405,-77.051132,"38.879819, -77.037413","38.857405, -77.051132"
31007,31013,199546,2017-02-14 15:46:00,2017-02-14 15:49:00,"23rd & Eads St","Crystal City Metro / 18th & Bell St","W22924","Registered",38.853531,-77.053509,38.857405,-77.051132,"38.853531, -77.053509","38.857405, -77.051132"
31007,31012,299033,2017-02-14 16:30:00,2017-02-14 16:35:00,"26th & S Clark St","Crystal City Metro / 18th & Bell St","W22852","Registered",38.850688,-77.05152,38.857405,-77.051132,"38.850688, -77.05152","38.857405, -77.051132"
31007,31005,390757,2017-02-14 08:24:00,2017-02-14 08:31:00,"Pentagon City Metro / 12th & S Hayes St","Crystal City Metro / 18th & Bell St","W21034","Registered",38.862303,-77.059936,38.857405,-77.051132,"38.862303, -77.059936","38.857405, -77.051132"
31007,31011,153228,2017-02-14 14:30:00,2017-02-14 14:33:00,"23rd & Crystal Dr","Crystal City Metro / 18th & Bell St","W21235","Registered",38.8533,-77.0498,38.857405,-77.051132,"38.8533, -77.0498","38.857405, -77.051132"
31007,31012,239033,2017-02-14 17:34:00,2017-02-14 17:38:00,"26th & S Clark St","Crystal City Metro / 18th & Bell St","W21120","Registered",38.850688,-77.05152,38.857405,-77.051132,"38.850688, -77.05152","38.857405, -77.051132"
31007,31005,427754,2017-02-14 07:25:00,2017-02-14 07:32:00,"Pentagon City Metro / 12th & S Hayes St","Crystal City Metro / 18th & Bell St","W23121","Registered",38.862303,-77.059936,38.857405,-77.051132,"38.862303, -77.059936","38.857405, -77.051132"
31007,31292,1205411,2017-02-14 17:21:00,2017-02-14 17:41:00,"22nd St & Constitution Ave NW","Crystal City Metro / 18th & Bell St","W20884","Registered",38.892441,-77.048947,38.857405,-77.051132,"38.892441, -77.048947","38.857405, -77.051132"
31007,31013,153087,2017-02-14 18:37:00,2017-02-14 18:39:00,"23rd & Eads St","Crystal City Metro / 18th & Bell St","W22052","Registered",38.853531,-77.053509,38.857405,-77.051132,"38.853531, -77.053509","38.857405, -77.051132"
31007,31009,262860,2017-02-14 17:28:00,2017-02-14 17:33:00,"27th & Crystal Dr","Crystal City Metro / 18th & Bell St","W22267","Registered",38.848441,-77.051516,38.857405,-77.051132,"38.848441, -77.051516","38.857405, -77.051132"
31007,31009,227007,2017-02-14 09:12:00,2017-02-14 09:16:00,"27th & Crystal Dr","Crystal City Metro / 18th & Bell St","W00151","Registered",38.848441,-77.051516,38.857405,-77.051132,"38.848441, -77.051516","38.857405, -77.051132"
31007,31009,342827,2017-02-14 17:51:00,2017-02-14 17:57:00,"27th & Crystal Dr","Crystal City Metro / 18th & Bell St","W00403","Registered",38.848441,-77.051516,38.857405,-77.051132,"38.848441, -77.051516","38.857405, -77.051132"
31008,31002,238621,2017-02-14 16:54:00,2017-02-14 16:58:00,"20th & Crystal Dr","12th & Army Navy Dr","W22013","Registered",38.856425,-77.049232,38.8629,-77.0528,"38.856425, -77.049232","38.8629, -77.0528"
31008,31247,1389606,2017-02-14 17:43:00,2017-02-14 18:06:00,"Jefferson Dr & 14th St SW","12th & Army Navy Dr","W20529","Registered",38.888553,-77.032429,38.8629,-77.0528,"38.888553, -77.032429","38.8629, -77.0528"
31008,31003,144143,2017-02-14 15:32:00,2017-02-14 15:34:00,"15th & Crystal Dr","12th & Army Navy Dr","W01276","Registered",38.86017,-77.049593,38.8629,-77.0528,"38.86017, -77.049593","38.8629, -77.0528"
31008,31005,1096063,2017-02-14 11:42:00,2017-02-14 12:01:00,"Pentagon City Metro / 12th & S Hayes St","12th & Army Navy Dr","W00068","Registered",38.862303,-77.059936,38.8629,-77.0528,"38.862303, -77.059936","38.8629, -77.0528"
31008,31916,874775,2017-02-14 07:18:00,2017-02-14 07:33:00,"Potomac & Swann Ave","12th & Army Navy Dr","W22390","Registered",38.829545,-77.047844,38.8629,-77.0528,"38.829545, -77.047844","38.8629, -77.0528"
31008,31002,247476,2017-02-14 15:43:00,2017-02-14 15:47:00,"20th & Crystal Dr","12th & Army Navy Dr","W22702","Registered",38.856425,-77.049232,38.8629,-77.0528,"38.856425, -77.049232","38.8629, -77.0528"
31008,31004,317410,2017-02-14 06:42:00,2017-02-14 06:47:00,"Aurora Hills Community Ctr/18th & Hayes St","12th & Army Navy Dr","W22311","Registered",38.857866,-77.05949,38.8629,-77.0528,"38.857866, -77.05949","38.8629, -77.0528"
31008,31013,276727,2017-02-14 09:32:00,2017-02-14 09:37:00,"23rd & Eads St","12th & Army Navy Dr","W22253","Registered",38.853531,-77.053509,38.8629,-77.0528,"38.853531, -77.053509","38.8629, -77.0528"
31008,31011,305247,2017-02-14 07:06:00,2017-02-14 07:11:00,"23rd & Crystal Dr","12th & Army Navy Dr","W01246","Registered",38.8533,-77.0498,38.8629,-77.0528,"38.8533, -77.0498","38.8629, -77.0528"
31008,31014,1741173,2017-02-14 15:04:00,2017-02-14 15:33:00,"Lynn & 19th St North","12th & Army Navy Dr","W22308","Registered",38.897315,-77.070993,38.8629,-77.0528,"38.897315, -77.070993","38.8629, -77.0528"
31008,31011,299842,2017-02-14 07:47:00,2017-02-14 07:52:00,"23rd & Crystal Dr","12th & Army Navy Dr","W22843","Registered",38.8533,-77.0498,38.8629,-77.0528,"38.8533, -77.0498","38.8629, -77.0528"
31008,31002,255161,2017-02-14 17:11:00,2017-02-14 17:15:00,"20th & Crystal Dr","12th & Army Navy Dr","W00648","Registered",38.856425,-77.049232,38.8629,-77.0528,"38.856425, -77.049232","38.8629, -77.0528"
31008,31604,2302644,2017-02-14 19:20:00,2017-02-14 19:58:00,"3rd & H St NW","12th & Army Navy Dr","W01168","Registered",38.899408,-77.015289,38.8629,-77.0528,"38.899408, -77.015289","38.8629, -77.0528"
31008,31009,426069,2017-02-14 16:56:00,2017-02-14 17:03:00,"27th & Crystal Dr","12th & Army Navy Dr","W23026","Registered",38.848441,-77.051516,38.8629,-77.0528,"38.848441, -77.051516","38.8629, -77.0528"
31009,31003,291189,2017-02-14 16:20:00,2017-02-14 16:25:00,"15th & Crystal Dr","27th & Crystal Dr","W20053","Registered",38.86017,-77.049593,38.848441,-77.051516,"38.86017, -77.049593","38.848441, -77.051516"
31009,31918,1227277,2017-02-14 08:11:00,2017-02-14 08:32:00,"Madison & Fairfax St","27th & Crystal Dr","W00300","Registered",38.812351,-77.040691,38.848441,-77.051516,"38.812351, -77.040691","38.848441, -77.051516"
31009,31008,412867,2017-02-14 08:49:00,2017-02-14 08:55:00,"12th & Army Navy Dr","27th & Crystal Dr","W22267","Registered",38.8629,-77.0528,38.848441,-77.051516,"38.8629, -77.0528","38.848441, -77.051516"
31009,31005,484368,2017-02-14 09:21:00,2017-02-14 09:29:00,"Pentagon City Metro / 12th & S Hayes St","27th & Crystal Dr","W00742","Registered",38.862303,-77.059936,38.848441,-77.051516,"38.862303, -77.059936","38.848441, -77.051516"
31009,31045,1378945,2017-02-14 08:34:00,2017-02-14 08:57:00,"Commerce St & Fayette St","27th & Crystal Dr","W20535","Registered",38.805648,-77.05293,38.848441,-77.051516,"38.805648, -77.05293","38.848441, -77.051516"
31009,31086,733709,2017-02-14 21:12:00,2017-02-14 21:24:00,"Mount Vernon Ave & E Del Ray Ave","27th & Crystal Dr","W22801","Registered",38.82595,-77.058541,38.848441,-77.051516,"38.82595, -77.058541","38.848441, -77.051516"
31009,31010,183777,2017-02-14 08:49:00,2017-02-14 08:52:00,"S Glebe & Potomac Ave","27th & Crystal Dr","W21505","Registered",38.8426,-77.0502,38.848441,-77.051516,"38.8426, -77.0502","38.848441, -77.051516"
31009,31007,332179,2017-02-14 08:33:00,2017-02-14 08:38:00,"Crystal City Metro / 18th & Bell St","27th & Crystal Dr","W22283","Registered",38.857405,-77.051132,38.848441,-77.051516,"38.857405, -77.051132","38.848441, -77.051516"
31009,31088,579036,2017-02-14 07:11:00,2017-02-14 07:21:00,"Mount Vernon Ave & Kennedy St","27th & Crystal Dr","W23117","Registered",38.833077,-77.059821,38.848441,-77.051516,"38.833077, -77.059821","38.848441, -77.051516"
31009,31007,289209,2017-02-14 08:17:00,2017-02-14 08:22:00,"Crystal City Metro / 18th & Bell St","27th & Crystal Dr","W00151","Registered",38.857405,-77.051132,38.848441,-77.051516,"38.857405, -77.051132","38.848441, -77.051516"
31009,31052,121487,2017-02-14 08:24:00,2017-02-14 08:26:00,"Potomac Ave & 35th St S","27th & Crystal Dr","W22661","Registered",38.844015,-77.050537,38.848441,-77.051516,"38.844015, -77.050537","38.848441, -77.051516"
31009,31007,249501,2017-02-14 08:32:00,2017-02-14 08:36:00,"Crystal City Metro / 18th & Bell St","27th & Crystal Dr","W21457","Registered",38.857405,-77.051132,38.848441,-77.051516,"38.857405, -77.051132","38.848441, -77.051516"
31009,31007,282889,2017-02-14 08:18:00,2017-02-14 08:22:00,"Crystal City Metro / 18th & Bell St","27th & Crystal Dr","W00275","Registered",38.857405,-77.051132,38.848441,-77.051516,"38.857405, -77.051132","38.848441, -77.051516"
31010,31009,321145,2017-02-14 17:29:00,2017-02-14 17:34:00,"27th & Crystal Dr","S Glebe & Potomac Ave","W23117","Registered",38.848441,-77.051516,38.8426,-77.0502,"38.848441, -77.051516","38.8426, -77.0502"
31010,31010,780322,2017-02-14 22:48:00,2017-02-14 23:01:00,"S Glebe & Potomac Ave","S Glebe & Potomac Ave","W22710","Registered",38.8426,-77.0502,38.8426,-77.0502,"38.8426, -77.0502","38.8426, -77.0502"
31011,31004,298197,2017-02-14 18:15:00,2017-02-14 18:20:00,"Aurora Hills Community Ctr/18th & Hayes St","23rd & Crystal Dr","W20561","Registered",38.857866,-77.05949,38.8533,-77.0498,"38.857866, -77.05949","38.8533, -77.0498"
31011,31007,224208,2017-02-14 17:50:00,2017-02-14 17:54:00,"Crystal City Metro / 18th & Bell St","23rd & Crystal Dr","W22267","Registered",38.857405,-77.051132,38.8533,-77.0498,"38.857405, -77.051132","38.8533, -77.0498"
31011,31008,265195,2017-02-14 06:15:00,2017-02-14 06:19:00,"12th & Army Navy Dr","23rd & Crystal Dr","W22843","Registered",38.8629,-77.0528,38.8533,-77.0498,"38.8629, -77.0528","38.8533, -77.0498"
31011,31004,300788,2017-02-14 15:44:00,2017-02-14 15:49:00,"Aurora Hills Community Ctr/18th & Hayes St","23rd & Crystal Dr","W22311","Registered",38.857866,-77.05949,38.8533,-77.0498,"38.857866, -77.05949","38.8533, -77.0498"
31011,31008,340815,2017-02-14 07:56:00,2017-02-14 08:01:00,"12th & Army Navy Dr","23rd & Crystal Dr","W22843","Registered",38.8629,-77.0528,38.8533,-77.0498,"38.8629, -77.0528","38.8533, -77.0498"
31011,31005,375333,2017-02-14 09:11:00,2017-02-14 09:17:00,"Pentagon City Metro / 12th & S Hayes St","23rd & Crystal Dr","W22236","Registered",38.862303,-77.059936,38.8533,-77.0498,"38.862303, -77.059936","38.8533, -77.0498"
31011,31053,1524659,2017-02-14 08:13:00,2017-02-14 08:39:00,"Columbia Pike & S Courthouse Rd","23rd & Crystal Dr","W22383","Casual",38.863833,-77.080319,38.8533,-77.0498,"38.863833, -77.080319","38.8533, -77.0498"
31011,31073,1292599,2017-02-14 07:47:00,2017-02-14 08:09:00,"Washington Blvd & Walter Reed Dr ","23rd & Crystal Dr","W22823","Registered",38.873219,-77.082104,38.8533,-77.0498,"38.873219, -77.082104","38.8533, -77.0498"
31011,31085,852818,2017-02-14 09:36:00,2017-02-14 09:50:00,"Mount Vernon Ave & E Nelson Ave","23rd & Crystal Dr","W01098","Registered",38.820064,-77.057619,38.8533,-77.0498,"38.820064, -77.057619","38.8533, -77.0498"
31011,31007,144706,2017-02-14 18:32:00,2017-02-14 18:34:00,"Crystal City Metro / 18th & Bell St","23rd & Crystal Dr","W21120","Registered",38.857405,-77.051132,38.8533,-77.0498,"38.857405, -77.051132","38.8533, -77.0498"
31011,31006,523397,2017-02-14 08:13:00,2017-02-14 08:22:00,"S Joyce & Army Navy Dr","23rd & Crystal Dr","W20225","Registered",38.8637,-77.0633,38.8533,-77.0498,"38.8637, -77.0633","38.8533, -77.0498"
31011,31008,278310,2017-02-14 05:24:00,2017-02-14 05:29:00,"12th & Army Navy Dr","23rd & Crystal Dr","W01246","Registered",38.8629,-77.0528,38.8533,-77.0498,"38.8629, -77.0528","38.8533, -77.0498"
31011,31003,207955,2017-02-14 11:13:00,2017-02-14 11:17:00,"15th & Crystal Dr","23rd & Crystal Dr","W01009","Registered",38.86017,-77.049593,38.8533,-77.0498,"38.86017, -77.049593","38.8533, -77.0498"
31011,31003,258641,2017-02-14 08:38:00,2017-02-14 08:42:00,"15th & Crystal Dr","23rd & Crystal Dr","W20558","Registered",38.86017,-77.049593,38.8533,-77.0498,"38.86017, -77.049593","38.8533, -77.0498"
31011,31003,163652,2017-02-14 12:18:00,2017-02-14 12:21:00,"15th & Crystal Dr","23rd & Crystal Dr","W21236","Registered",38.86017,-77.049593,38.8533,-77.0498,"38.86017, -77.049593","38.8533, -77.0498"
