address,fuel,name,Longitude,Latitude,Time
"711-713 4th St NW, Washington, DC 20001, USA",53,EP0411,-77.01617,38.89961,5/18/2017 22:04
"912-944 6th St SW, Washington, DC 20024, USA",53,EP0411,-77.01983,38.87898,5/18/2017 22:30
"912-944 6th St SW, Washington, DC 20024, USA",53,EP0411,-77.01983,38.87898,5/18/2017 22:50
"523 8th St NE, Washington, DC 20002, USA",84,EU6611,-76.99488,38.89689,5/18/2017 13:36
"523 8th St NE, Washington, DC 20002, USA",84,EU6611,-76.99488,38.89689,5/18/2017 15:07
"909 New Jersey Ave SE, Washington, DC 20003, USA",81,EU6611,-77.00511,38.87889,5/18/2017 15:38
"909 New Jersey Ave SE, Washington, DC 20003, USA",81,EU6611,-77.00511,38.87889,5/18/2017 16:43
"218 16th St SE, Washington, DC 20003, USA",78,EU6611,-76.98218,38.88703,5/18/2017 17:19
"218 16th St SE, Washington, DC 20003, USA",78,EU6611,-76.98218,38.88703,5/19/2017 6:54
"1805A 14th St NW, Washington, DC 20009, USA",75,EU6611,-77.03187,38.91452,5/19/2017 7:34
"1805A 14th St NW, Washington, DC 20009, USA",75,EU6611,-77.03187,38.91452,5/19/2017 7:45
"1709 Lanier Pl NW, Washington, DC 20009, USA",72,EU6611,-77.03988,38.92594,5/19/2017 8:20
"1709 Lanier Pl NW, Washington, DC 20009, USA",72,EU6611,-77.03988,38.92594,5/19/2017 8:20
"4604 Rockwood Pkwy NW, Washington, DC 20016, USA",69,EU6611,-77.09059,38.93452,5/19/2017 9:00
"4604 Rockwood Pkwy NW, Washington, DC 20016, USA",69,EU6611,-77.09059,38.93452,5/19/2017 9:11
"4100-4110 Warren St NW, Washington, DC 20016, USA",66,EU6611,-77.0809,38.94475,5/19/2017 9:41
"4100-4110 Warren St NW, Washington, DC 20016, USA",66,EU6611,-77.0809,38.94475,5/19/2017 11:27
"1800-1890 Summit Pl NW, Washington, DC 20009, USA",66,EU6611,-77.04261,38.92638,5/19/2017 11:53
"1800-1890 Summit Pl NW, Washington, DC 20009, USA",66,EU6611,-77.04261,38.92638,5/19/2017 13:18
"1520 Portal Dr NW, Washington, DC 20012, USA",63,EU6612,-77.03584,38.99066,5/18/2017 13:36
"1520 Portal Dr NW, Washington, DC 20012, USA",63,EU6612,-77.03584,38.99066,5/18/2017 14:12
"1100-1214 Randolph St NW, Washington, DC 20011, USA",63,EU6612,-77.02902,38.93863,5/18/2017 15:17
"1100-1214 Randolph St NW, Washington, DC 20011, USA",63,EU6612,-77.02902,38.93863,5/18/2017 21:34
"1513 Varnum St NW, Washington, DC 20011, USA",63,EU6612,-77.03509,38.94296,5/18/2017 21:49
"1513 Varnum St NW, Washington, DC 20011, USA",63,EU6612,-77.03509,38.94296,5/19/2017 9:46
"1200 15th St NW, Washington, DC 20005, USA",60,EU6612,-77.0346,38.90695,5/19/2017 10:11
"1200 15th St NW, Washington, DC 20005, USA",60,EU6612,-77.0346,38.90695,5/19/2017 13:28
"562-598 3rd St NW, Washington, DC 20001, USA",45,EU6617,-77.01522,38.89697,5/18/2017 13:36
"562-598 3rd St NW, Washington, DC 20001, USA",45,EU6617,-77.01522,38.89697,5/18/2017 17:50
"283 Tennessee Ave NE, Washington, DC 20002, USA",42,EU6617,-76.98715,38.89345,5/18/2017 18:20
"283 Tennessee Ave NE, Washington, DC 20002, USA",42,EU6617,-76.98715,38.89345,5/18/2017 21:49
"283 Tennessee Ave NE, Washington, DC 20002, USA",42,EU6617,-76.98715,38.89346,5/19/2017 9:16
"283 Tennessee Ave NE, Washington, DC 20002, USA",42,EU6617,-76.98715,38.89346,5/19/2017 10:42
"712-798 E St SE, Washington, DC 20003, USA",39,EU6617,-76.99531,38.88277,5/19/2017 11:02
"712-798 E St SE, Washington, DC 20003, USA",39,EU6617,-76.99531,38.88277,5/19/2017 13:53
"1350-1398 S Scott St, Arlington, VA 22204, USA",100,EU6618,-77.07713,38.86172,5/18/2017 13:36
"1350-1398 S Scott St, Arlington, VA 22204, USA",100,EU6618,-77.07713,38.86172,5/18/2017 18:35
"600-722 12th St S, Arlington, VA 22202, USA",100,EU6618,-77.05721,38.86269,5/18/2017 19:01
"600-722 12th St S, Arlington, VA 22202, USA",100,EU6618,-77.05721,38.86269,5/18/2017 19:31
"2001-2099 S Fern St, Arlington, VA 22202, USA",100,EU6618,-77.05541,38.85546,5/18/2017 19:47
"2001-2099 S Fern St, Arlington, VA 22202, USA",100,EU6618,-77.05541,38.85546,5/18/2017 20:02
"13th St S, Arlington, VA 22202, USA",100,EU6618,-77.05515,38.86202,5/18/2017 20:12
"13th St S, Arlington, VA 22202, USA",100,EU6618,-77.05515,38.86202,5/18/2017 20:17
"2000-2198 S Eads St, Arlington, VA 22202, USA",100,EU6618,-77.05334,38.85497,5/18/2017 20:48
"2000-2198 S Eads St, Arlington, VA 22202, USA",100,EU6618,-77.05334,38.85497,5/19/2017 7:55
"4516 36th St S, Arlington, VA 22206, USA",100,EU6618,-77.09218,38.83143,5/19/2017 8:45
"4516 36th St S, Arlington, VA 22206, USA",100,EU6618,-77.09218,38.83143,5/19/2017 13:53
"1418-1440 P St NW, Washington, DC 20005, USA",54,EU6624,-77.03328,38.90961,5/18/2017 13:36
"1418-1440 P St NW, Washington, DC 20005, USA",54,EU6624,-77.03328,38.90961,5/18/2017 14:22
"1351-1399 Wallach Pl NW, Washington, DC 20009, USA",54,EU6624,-77.03142,38.91632,5/18/2017 14:52
"1351-1399 Wallach Pl NW, Washington, DC 20009, USA",54,EU6624,-77.03142,38.91632,5/18/2017 16:38
"1017-1019 Vermont Ave NW, Washington, DC 20005, USA",54,EU6624,-77.03347,38.90284,5/18/2017 16:49
"1017-1019 Vermont Ave NW, Washington, DC 20005, USA",54,EU6624,-77.03347,38.90284,5/18/2017 16:59
"1498 N Cleveland St, Arlington, VA 22201, USA",51,EU6624,-77.08977,38.8901,5/18/2017 17:39
"1498 N Cleveland St, Arlington, VA 22201, USA",51,EU6624,-77.08977,38.8901,5/18/2017 17:55
"140 N Park Dr, Arlington, VA 22203, USA",48,EU6624,-77.11555,38.86914,5/18/2017 18:15
"140 N Park Dr, Arlington, VA 22203, USA",48,EU6624,-77.11555,38.86914,5/19/2017 13:53
"930 Randolph St NW, Washington, DC 20011, USA",54,EU6628,-77.02588,38.93864,5/18/2017 13:57
"930 Randolph St NW, Washington, DC 20011, USA",54,EU6628,-77.02588,38.93864,5/18/2017 18:00
"943-999 24th St NW, Washington, DC 20037, USA",54,EU6628,-77.0514,38.90166,5/18/2017 18:51
"943-999 24th St NW, Washington, DC 20037, USA",54,EU6628,-77.0514,38.90166,5/18/2017 18:56
"1023 4th St NW, Washington, DC 20001, USA",51,EU6628,-77.01614,38.90333,5/18/2017 19:37
"1023 4th St NW, Washington, DC 20001, USA",51,EU6628,-77.01614,38.90333,5/18/2017 21:08
"1113 Fairmont St NW, Washington, DC 20009, USA",48,EU6628,-77.02743,38.92477,5/18/2017 21:49
"1113 Fairmont St NW, Washington, DC 20009, USA",48,EU6628,-77.02743,38.92477,5/19/2017 7:55
"4919-4999 Palisade Ln NW, Washington, DC 20016, USA",45,EU6628,-77.10603,38.93509,5/19/2017 8:40
"4919-4999 Palisade Ln NW, Washington, DC 20016, USA",45,EU6628,-77.10603,38.93509,5/19/2017 8:40
"2400 18th St NW, Washington, DC 20009, USA",96,EU6630,-77.0421,38.92082,5/18/2017 14:17
"2400 18th St NW, Washington, DC 20009, USA",96,EU6630,-77.0421,38.92082,5/18/2017 14:47
"5901-5999 2nd St NW, Washington, DC 20011, USA",87,EU6630,-77.01362,38.96185,5/18/2017 15:53
"5901-5999 2nd St NW, Washington, DC 20011, USA",87,EU6630,-77.01362,38.96185,5/19/2017 10:01
"3605 Georgia Ave NW, Washington, DC 20010, USA",87,EU6630,-77.02399,38.93484,5/19/2017 10:27
"3605 Georgia Ave NW, Washington, DC 20010, USA",87,EU6630,-77.02399,38.93484,5/19/2017 13:53
"2055 15th St N, Arlington, VA 22201, USA",48,EU6632,-77.08481,38.89042,5/18/2017 13:36
"2055 15th St N, Arlington, VA 22201, USA",48,EU6632,-77.08481,38.89042,5/18/2017 13:52
"1500 N Uhle St, Arlington, VA 22201, USA",48,EU6632,-77.08471,38.89044,5/18/2017 13:57
"1500 N Uhle St, Arlington, VA 22201, USA",48,EU6632,-77.08471,38.89044,5/18/2017 19:01
"1311 10th St NW, Washington, DC 20001, USA",45,EU6632,-77.02596,38.90765,5/18/2017 19:37
"1311 10th St NW, Washington, DC 20001, USA",45,EU6632,-77.02596,38.90765,5/18/2017 20:38
"16-20 M St NE, Washington, DC 20002, USA",42,EU6632,-77.0067,38.90569,5/18/2017 20:58
"16-20 M St NE, Washington, DC 20002, USA",42,EU6632,-77.0067,38.90569,5/18/2017 23:46
"1417 17th St NW, Washington, DC 20036, USA",42,EU6632,-77.03845,38.9094,5/19/2017 0:11
"1417 17th St NW, Washington, DC 20036, USA",42,EU6632,-77.03845,38.9094,5/19/2017 0:27
"359-399 Evarts St NE, Washington, DC 20017, USA",39,EU6632,-77.00097,38.9245,5/19/2017 1:13
"359-399 Evarts St NE, Washington, DC 20017, USA",39,EU6632,-77.00097,38.9245,5/19/2017 5:42
"1108 3rd St SE, Washington, DC 20003, USA",39,EU6632,-77.00196,38.87673,5/19/2017 6:13
"1108 3rd St SE, Washington, DC 20003, USA",39,EU6632,-77.00196,38.87673,5/19/2017 7:34
"1501-1515 Wilson Blvd, Arlington, VA 22209, USA",36,EU6632,-77.07404,38.89479,5/19/2017 8:15
"1501-1515 Wilson Blvd, Arlington, VA 22209, USA",36,EU6632,-77.07404,38.89479,5/19/2017 13:53
"1615 C St SE, Washington, DC 20003, USA",100,EU6634,-76.98186,38.88533,5/18/2017 13:36
"1615 C St SE, Washington, DC 20003, USA",100,EU6634,-76.98186,38.88533,5/18/2017 14:22
"900-902 South Carolina Ave SE, Washington, DC 20003, USA",100,EU6634,-76.99345,38.88464,5/18/2017 15:07
"900-902 South Carolina Ave SE, Washington, DC 20003, USA",100,EU6634,-76.99345,38.88464,5/18/2017 15:07
"1133-1299 Irving St NW, Washington, DC 20010, USA",96,EU6641,-77.02944,38.9287,5/18/2017 16:08
"1133-1299 Irving St NW, Washington, DC 20010, USA",96,EU6641,-77.02944,38.9287,5/18/2017 16:08
"1133-1299 Irving St NW, Washington, DC 20010, USA",96,EU6641,-77.02928,38.92863,5/18/2017 16:13
"1133-1299 Irving St NW, Washington, DC 20010, USA",96,EU6641,-77.02928,38.92863,5/18/2017 19:52
"3308 Park Pl NW, Washington, DC 20010, USA",96,EU6641,-77.01861,38.93185,5/18/2017 20:22
"3308 Park Pl NW, Washington, DC 20010, USA",96,EU6641,-77.01861,38.93185,5/19/2017 7:09
"60-98 L St NE, Washington, DC 20002, USA",93,EU6641,-77.00695,38.90377,5/19/2017 7:50
"60-98 L St NE, Washington, DC 20002, USA",93,EU6641,-77.00695,38.90377,5/19/2017 8:20
"1503 R St NW, Washington, DC 20009, USA",93,EU6641,-77.03487,38.91261,5/19/2017 9:06
"1503 R St NW, Washington, DC 20009, USA",93,EU6641,-77.03487,38.91261,5/19/2017 9:06
"Massachusetts-39th trail, Washington, DC 20016, USA",90,EU6641,-77.07983,38.94147,5/19/2017 9:36
"Massachusetts-39th trail, Washington, DC 20016, USA",90,EU6641,-77.07983,38.94147,5/19/2017 13:53
"728 Lawrence St NE, Washington, DC 20017, USA",60,EU6650,-76.99529,38.93138,5/18/2017 15:07
"728 Lawrence St NE, Washington, DC 20017, USA",60,EU6650,-76.99529,38.93138,5/18/2017 15:33
"717 Lawrence St NE, Washington, DC 20017, USA",60,EU6650,-76.99527,38.93134,5/18/2017 16:13
"717 Lawrence St NE, Washington, DC 20017, USA",60,EU6650,-76.99527,38.93134,5/18/2017 17:19
"2230 Shepherd St NE, Washington, DC 20018, USA",60,EU6650,-76.97248,38.93966,5/18/2017 17:39
"2230 Shepherd St NE, Washington, DC 20018, USA",60,EU6650,-76.97248,38.93966,5/19/2017 2:49
"2225-2299 Shepherd St NE, Washington, DC 20018, USA",60,EU6650,-76.97243,38.93965,5/19/2017 2:54
"2225-2299 Shepherd St NE, Washington, DC 20018, USA",60,EU6650,-76.97243,38.93965,5/19/2017 5:07
"2225-2299 Shepherd St NE, Washington, DC 20018, USA",60,EU6650,-76.97246,38.93963,5/19/2017 6:33
"2225-2299 Shepherd St NE, Washington, DC 20018, USA",60,EU6650,-76.97246,38.93963,5/19/2017 8:55
"3605 10th St NE, Washington, DC 20017, USA",57,EU6650,-76.99271,38.93403,5/19/2017 9:16
"3605 10th St NE, Washington, DC 20017, USA",57,EU6650,-76.99271,38.93403,5/19/2017 13:53
"3100 Macomb St NW, Washington, DC 20008, USA",27,EU6651,-77.06175,38.93347,5/18/2017 13:36
"3100 Macomb St NW, Washington, DC 20008, USA",27,EU6651,-77.06175,38.93347,5/18/2017 13:57
"3113-3117 38th St NW, Washington, DC 20016, USA",27,EU6651,-77.07447,38.93045,5/18/2017 14:17
"3113-3117 38th St NW, Washington, DC 20016, USA",27,EU6651,-77.07447,38.93045,5/18/2017 19:37
"329 Adams St NE, Washington, DC 20002, USA",21,EU6651,-77.00115,38.92022,5/18/2017 20:53
"329 Adams St NE, Washington, DC 20002, USA",21,EU6651,-77.00115,38.92022,5/19/2017 6:49
"4500-4534 7th St NW, Washington, DC 20011, USA",21,EU6651,-77.02183,38.94538,5/19/2017 7:29
"4500-4534 7th St NW, Washington, DC 20011, USA",21,EU6651,-77.02183,38.94538,5/19/2017 8:35
"701-705 Q St NW, Washington, DC 20001, USA",18,EU6651,-77.02229,38.91115,5/19/2017 9:16
"701-705 Q St NW, Washington, DC 20001, USA",18,EU6651,-77.02229,38.91115,5/19/2017 9:16
"New Jersey Ave NW, Washington, DC 20001, USA",18,EU6651,-77.01283,38.89981,5/19/2017 9:51
"New Jersey Ave NW, Washington, DC 20001, USA",18,EU6651,-77.01283,38.89981,5/19/2017 13:53
"1601-1699 N St NW, Washington, DC 20036, USA",100,EU6669,-77.03793,38.90724,5/18/2017 15:12
"1601-1699 N St NW, Washington, DC 20036, USA",100,EU6669,-77.03793,38.90724,5/18/2017 15:12
"5051-5063 Millwood Ln NW, Washington, DC 20016, USA",100,EU6669,-77.10198,38.93381,5/18/2017 15:38
"5051-5063 Millwood Ln NW, Washington, DC 20016, USA",100,EU6669,-77.10198,38.93381,5/19/2017 9:21
"4001-4099 Grant Road, Washington, DC 20016, USA",100,EU6669,-77.07882,38.9472,5/19/2017 10:16
"4001-4099 Grant Road, Washington, DC 20016, USA",100,EU6669,-77.07882,38.9472,5/19/2017 13:08
"3234-3298 Chesapeake St NW, Washington, DC 20008, USA",100,EU6669,-77.06677,38.95067,5/19/2017 13:23
"3234-3298 Chesapeake St NW, Washington, DC 20008, USA",100,EU6669,-77.06677,38.95067,5/19/2017 13:53
"4-8 Observatory Cir NW, Washington, DC 20008, USA",100,EU6670,-77.0644,38.91953,5/18/2017 13:36
"4-8 Observatory Cir NW, Washington, DC 20008, USA",100,EU6670,-77.0644,38.91953,5/18/2017 17:04
"551 24th St NE, Washington, DC 20002, USA",90,EU6670,-76.97238,38.89734,5/18/2017 18:30
"551 24th St NE, Washington, DC 20002, USA",90,EU6670,-76.97238,38.89734,5/19/2017 11:27
"1242 H St NE, Washington, DC 20002, USA",90,EU6670,-76.98879,38.90027,5/19/2017 11:47
"1242 H St NE, Washington, DC 20002, USA",90,EU6670,-76.98879,38.90027,5/19/2017 13:53
"1116-1198 D St NE, Washington, DC 20002, USA",63,EU6677,-76.99072,38.89491,5/18/2017 15:12
"1116-1198 D St NE, Washington, DC 20002, USA",63,EU6677,-76.99072,38.89491,5/18/2017 18:25
"1432 D St NE, Washington, DC 20002, USA",60,EU6677,-76.98444,38.89484,5/18/2017 19:01
"1432 D St NE, Washington, DC 20002, USA",60,EU6677,-76.98444,38.89484,5/19/2017 8:30
"283 7th St SE, Washington, DC 20003, USA",60,EU6677,-76.99626,38.88628,5/19/2017 8:45
"283 7th St SE, Washington, DC 20003, USA",60,EU6677,-76.99626,38.88628,5/19/2017 11:02
"1450 Church St NW, Washington, DC 20005, USA",57,EU6677,-77.03364,38.91039,5/19/2017 11:32
"1450 Church St NW, Washington, DC 20005, USA",57,EU6677,-77.03364,38.91039,5/19/2017 11:53
"1339-1399 Girard St NW, Washington, DC 20009, USA",54,EU6677,-77.03124,38.9258,5/19/2017 12:28
"1339-1399 Girard St NW, Washington, DC 20009, USA",54,EU6677,-77.03124,38.9258,5/19/2017 13:33
"6135-6137 1st Pl NE, Washington, MD 20011, USA",60,EU6679,-77.00731,38.96479,5/18/2017 13:36
"6135-6137 1st Pl NE, Washington, MD 20011, USA",60,EU6679,-77.00731,38.96479,5/19/2017 9:26
"3646 Georgia Ave NW, Washington, DC 20010, USA",60,EU6679,-77.02427,38.93554,5/19/2017 10:06
"3646 Georgia Ave NW, Washington, DC 20010, USA",60,EU6679,-77.02427,38.93554,5/19/2017 10:16
"326-328 Maryland Ave NE, Washington, DC 20002, USA",57,EU6679,-77.001,38.89304,5/19/2017 11:02
"326-328 Maryland Ave NE, Washington, DC 20002, USA",57,EU6679,-77.001,38.89304,5/19/2017 11:32
"1211-1213 10th St NW, Washington, DC 20001, USA",57,EU6679,-77.02596,38.90629,5/19/2017 12:03
"1211-1213 10th St NW, Washington, DC 20001, USA",57,EU6679,-77.02596,38.90629,5/19/2017 13:03
"2356 N St NW, Washington, DC 20037, USA",54,EU6679,-77.05087,38.90724,5/19/2017 13:38
"2356 N St NW, Washington, DC 20037, USA",54,EU6679,-77.05087,38.90724,5/19/2017 13:53
"33 N St NW, Washington, DC 20001, USA",81,EU6686,-77.01064,38.90731,5/18/2017 13:36
"33 N St NW, Washington, DC 20001, USA",81,EU6686,-77.01064,38.90731,5/18/2017 13:52
"1467-1499 Irving St NW, Washington, DC 20010, USA",78,EU6686,-77.03482,38.92866,5/18/2017 14:27
"1467-1499 Irving St NW, Washington, DC 20010, USA",78,EU6686,-77.03482,38.92866,5/18/2017 15:48
"4235-4239 Blagden Ave NW, Washington, DC 20011, USA",75,EU6686,-77.04455,38.94343,5/18/2017 16:28
"4235-4239 Blagden Ave NW, Washington, DC 20011, USA",75,EU6686,-77.04455,38.94343,5/18/2017 16:49
"3718 9th St NW, Washington, DC 20010, USA",72,EU6686,-77.02534,38.9365,5/18/2017 17:14
"3718 9th St NW, Washington, DC 20010, USA",72,EU6686,-77.02534,38.9365,5/19/2017 6:33
"906-910 F St NW, Washington, DC 20004, USA",69,EU6686,-77.02472,38.8974,5/19/2017 7:09
"906-910 F St NW, Washington, DC 20004, USA",69,EU6686,-77.02472,38.8974,5/19/2017 8:10
"5800-5820 Colorado Ave NW, Washington, DC 20011, USA",66,EU6686,-77.02947,38.96029,5/19/2017 8:40
"5800-5820 Colorado Ave NW, Washington, DC 20011, USA",66,EU6686,-77.02947,38.96029,5/19/2017 12:53
"901-919 Randolph St NW, Washington, DC 20011, USA",66,EU6686,-77.02524,38.93869,5/19/2017 13:23
"901-919 Randolph St NW, Washington, DC 20011, USA",66,EU6686,-77.02524,38.93869,5/19/2017 13:53
"1500-1598 N Barton St, Arlington, VA 22201, USA",100,EU6687,-77.08892,38.89119,5/18/2017 16:08
"1500-1598 N Barton St, Arlington, VA 22201, USA",100,EU6687,-77.08892,38.89119,5/18/2017 16:08
"2415 Wilson Blvd, Arlington, VA 22201, USA",100,EU6687,-77.08788,38.89075,5/18/2017 16:13
"2415 Wilson Blvd, Arlington, VA 22201, USA",100,EU6687,-77.08788,38.89075,5/18/2017 17:39
"701-801 N Wayne St, Arlington, VA 22201, USA",100,EU6687,-77.08588,38.88235,5/18/2017 17:55
"701-801 N Wayne St, Arlington, VA 22201, USA",100,EU6687,-77.08588,38.88235,5/18/2017 17:55
"2000-2008 15th St N, Arlington, VA 22201, USA",100,EU6687,-77.0825,38.89089,5/18/2017 18:05
"2000-2008 15th St N, Arlington, VA 22201, USA",100,EU6687,-77.0825,38.89089,5/19/2017 13:53
"628 5th St NE, Washington, DC 20002, USA",75,EU6695,-76.99954,38.89828,5/18/2017 13:36
"628 5th St NE, Washington, DC 20002, USA",75,EU6695,-76.99954,38.89828,5/18/2017 13:36
"1201-1231 4th St SW, Washington, DC 20024, USA",69,EU6695,-77.01758,38.87602,5/18/2017 14:07
"1201-1231 4th St SW, Washington, DC 20024, USA",69,EU6695,-77.01758,38.87602,5/18/2017 15:02
"1333 New Hampshire Ave NW, Washington, DC 20036, USA",66,EU6695,-77.04425,38.9089,5/18/2017 15:48
"1333 New Hampshire Ave NW, Washington, DC 20036, USA",66,EU6695,-77.04425,38.9089,5/18/2017 16:03
"901-965 Maine Ave SW, Washington, DC 20024, USA",57,EU6695,-77.02341,38.87923,5/18/2017 19:16
"901-965 Maine Ave SW, Washington, DC 20024, USA",57,EU6695,-77.02341,38.87923,5/18/2017 22:09
"1500-1508 17th St N, Arlington, VA 22209, USA",54,EU6695,-77.07389,38.89389,5/18/2017 22:35
"1500-1508 17th St N, Arlington, VA 22209, USA",54,EU6695,-77.07389,38.89389,5/19/2017 13:53
"1320-1398 N St NW, Washington, DC 20005, USA",57,EU6698,-77.03153,38.90719,5/18/2017 14:07
"1320-1398 N St NW, Washington, DC 20005, USA",57,EU6698,-77.03153,38.90719,5/18/2017 16:23
"1849 Kalorama Rd NW, Washington, DC 20009, USA",54,EU6698,-77.04404,38.91967,5/18/2017 16:43
"1849 Kalorama Rd NW, Washington, DC 20009, USA",54,EU6698,-77.04404,38.91967,5/19/2017 8:10
"201-207 I St NE, Washington, DC 20002, USA",54,EU6698,-77.00308,38.90131,5/19/2017 9:26
"201-207 I St NE, Washington, DC 20002, USA",54,EU6698,-77.00308,38.90131,5/19/2017 13:53
"1129 5th St NW, Washington, DC 20001, USA",54,EU6701,-77.01886,38.90507,5/18/2017 13:46
"1129 5th St NW, Washington, DC 20001, USA",54,EU6701,-77.01886,38.90507,5/18/2017 13:46
"1845 R St NW, Washington, DC 20009, USA",54,EU6701,-77.04301,38.91263,5/18/2017 14:12
"1845 R St NW, Washington, DC 20009, USA",54,EU6701,-77.04301,38.91263,5/18/2017 14:47
"911 Quincy St NW, Washington, DC 20011, USA",51,EU6701,-77.02568,38.93764,5/18/2017 15:28
"911 Quincy St NW, Washington, DC 20011, USA",51,EU6701,-77.02568,38.93764,5/18/2017 15:43
"817 Marietta Pl NW, Washington, DC 20011, USA",51,EU6701,-77.02453,38.95927,5/18/2017 16:08
"817 Marietta Pl NW, Washington, DC 20011, USA",51,EU6701,-77.02453,38.95927,5/19/2017 10:32
"1921 8th St NW, Washington, DC 20001, USA",48,EU6701,-77.02284,38.91625,5/19/2017 11:12
"1921 8th St NW, Washington, DC 20001, USA",48,EU6701,-77.02284,38.91625,5/19/2017 12:38
"700 New Hampshire Ave NW, Washington, DC 20037, USA",42,EU6701,-77.05422,38.89832,5/19/2017 13:33
"700 New Hampshire Ave NW, Washington, DC 20037, USA",42,EU6701,-77.05422,38.89832,5/19/2017 13:53
"6501-6599 5th St NW, Washington, DC 20012, USA",93,EU6703,-77.01989,38.9694,5/18/2017 15:07
"6501-6599 5th St NW, Washington, DC 20012, USA",93,EU6703,-77.01989,38.9694,5/19/2017 6:38
"2307 Calvert St NW, Washington, DC 20008, USA",87,EU6703,-77.05089,38.92356,5/19/2017 7:40
"2307 Calvert St NW, Washington, DC 20008, USA",87,EU6703,-77.05089,38.92356,5/19/2017 8:35
"601 New Hampshire Ave NW, Washington, DC 20037, USA",87,EU6703,-77.05432,38.89792,5/19/2017 9:00
"601 New Hampshire Ave NW, Washington, DC 20037, USA",87,EU6703,-77.05432,38.89792,5/19/2017 9:16
"149-239 L St NW, Washington, DC 20001, USA",84,EU6703,-77.01252,38.9038,5/19/2017 9:46
"149-239 L St NW, Washington, DC 20001, USA",84,EU6703,-77.01252,38.9038,5/19/2017 13:53
"1010 Whitehurst Fwy NW, Washington, DC 20007, USA",87,EU6705,-77.06002,38.9028,5/18/2017 13:36
"1010 Whitehurst Fwy NW, Washington, DC 20007, USA",87,EU6705,-77.06002,38.9028,5/18/2017 13:52
"1421 Chapin St NW, Washington, DC 20009, USA",84,EU6705,-77.03285,38.92164,5/18/2017 14:32
"1421 Chapin St NW, Washington, DC 20009, USA",84,EU6705,-77.03285,38.92164,5/18/2017 16:03
"1810 14th St NW, Washington, DC 20009, USA",81,EU6705,-77.03215,38.91448,5/18/2017 16:38
"1810 14th St NW, Washington, DC 20009, USA",81,EU6705,-77.03215,38.91448,5/18/2017 17:04
"149-151 S St NW, Washington, DC 20001, USA",81,EU6705,-77.01369,38.91409,5/18/2017 17:34
"149-151 S St NW, Washington, DC 20001, USA",81,EU6705,-77.01369,38.91409,5/18/2017 18:46
"6905 Willow St NW, Washington, DC 20012, USA",78,EU6705,-77.01512,38.97271,5/18/2017 19:11
"6905 Willow St NW, Washington, DC 20012, USA",78,EU6705,-77.01512,38.97271,5/18/2017 21:49
"134 Seaton Pl NW, Washington, DC 20001, USA",75,EU6705,-77.01339,38.91479,5/18/2017 22:14
"134 Seaton Pl NW, Washington, DC 20001, USA",75,EU6705,-77.01339,38.91479,5/19/2017 4:36
"1300 F St NW, Washington, DC 20045, USA",72,EU6705,-77.03029,38.89722,5/19/2017 6:08
"1300 F St NW, Washington, DC 20045, USA",72,EU6705,-77.03029,38.89722,5/19/2017 9:06
"1519-1599 R St NW, Washington, DC 20009, USA",69,EU6705,-77.03575,38.91262,5/19/2017 9:31
"1519-1599 R St NW, Washington, DC 20009, USA",69,EU6705,-77.03575,38.91262,5/19/2017 10:21
"1340 S St NW, Washington, DC 20009, USA",69,EU6705,-77.03116,38.91408,5/19/2017 11:12
"1340 S St NW, Washington, DC 20009, USA",69,EU6705,-77.03116,38.91408,5/19/2017 11:22
"1623 R St NW, Washington, DC 20009, USA",66,EU6705,-77.03754,38.9126,5/19/2017 11:32
"1623 R St NW, Washington, DC 20009, USA",66,EU6705,-77.03754,38.9126,5/19/2017 12:28
"2717 11th St NW, Washington, DC 20001, USA",66,EU6705,-77.02696,38.92528,5/19/2017 12:58
"2717 11th St NW, Washington, DC 20001, USA",66,EU6705,-77.02696,38.92528,5/19/2017 13:43
"350 Taylor St NE, Washington, DC 20017, USA",84,EZ4209,-77.0021,38.9424,5/18/2017 14:07
"350 Taylor St NE, Washington, DC 20017, USA",84,EZ4209,-77.0021,38.9424,5/18/2017 17:55
"320 Taylor St NE, Washington, DC 20017, USA",81,EZ4209,-77.00287,38.94166,5/18/2017 18:05
"320 Taylor St NE, Washington, DC 20017, USA",81,EZ4209,-77.00287,38.94166,5/19/2017 11:02
"1717 K St NW, Washington, DC 20006, USA",33,EZ4210,-77.03989,38.90267,5/18/2017 13:36
"1717 K St NW, Washington, DC 20006, USA",33,EZ4210,-77.03989,38.90267,5/18/2017 16:23
"70-72 R St NW, Washington, DC 20001, USA",33,EZ4210,-77.01129,38.91259,5/18/2017 16:59
"70-72 R St NW, Washington, DC 20001, USA",33,EZ4210,-77.01129,38.91259,5/18/2017 16:59
"70-72 R St NW, Washington, DC 20001, USA",30,EZ4210,-77.01129,38.91259,5/18/2017 17:04
"70-72 R St NW, Washington, DC 20001, USA",30,EZ4210,-77.01129,38.91259,5/18/2017 17:44
"611 E St NW, Washington, DC 20004, USA",30,EZ4210,-77.02107,38.89615,5/18/2017 18:05
"611 E St NW, Washington, DC 20004, USA",30,EZ4210,-77.02107,38.89615,5/18/2017 18:10
"1102-1104 8th St SE, Washington, DC 20003, USA",30,EZ4210,-76.99491,38.87721,5/18/2017 18:41
"1102-1104 8th St SE, Washington, DC 20003, USA",30,EZ4210,-76.99491,38.87721,5/18/2017 22:30
